,BIKESTYLE,BB textfield,Seat tube length,Stack,Head tube upper extension2,Seat angle,CS textfield,FCD textfield,Seat tube extension2,Head tube lower extension2,Head angle,Saddle height,ERD rear,Wheel width rear,Dropout spacing,SPOKES composite front,SPOKES front,Wheel diameter front,Dropout spacing style,RIM_STYLE front,SAME_SIZED_FRONT_AND_REAR,BSD front,RIM_STYLE rear,Wheel diameter rear,SPOKES rear,Wheel width front,SPOKES composite rear,ERD front,BSD rear,SBLADEW front,SBLADEW rear,FORK0R,FORK0L,Fork type,Saddle P,Saddle thickness,Saddle angle,Saddle J,Saddle H,Saddle E,SADDLETIPtoMIDDLE,Saddle length,Seatpost setback,Seatpost LENGTH,Lower stack height,HEADSETprofile,Upper stack height,Headset spacers,Stem angle,CLAMPOFFSET,Stem kind,StemX,StemY,StemG,Collar height,Stem length,AEROF,Hand horizontal,Aerobar style,Pad vertical,Display AEROBARS,Hand vertical,HBARRISE,MtnBar angle,Mountain bar sweep,MTNDROP,HBARTHETA,Mountain bar rise,Handlebar angle,Bullhorn reach,BULLTHETA,Road bar reach,BULLRADIUS2,Road bar drop,Brake lever position,Brake lever brand,Bullhorn drop,Bullhorn rise,Bullhorn angle,HBAREXTEND,Handlebar style,HBARRAD1,HBARRAD2,TRACK_ERGO,Down tube front diameter,Down tube rear dia2,Down tube front dia2,Down tube rear diameter,Head tube type,Seat tube leading edge textfield,BB length,Seat tube chord length textfield,Top tube rear diameter,Down tube leading edge,Head tube diameter,DOWNTUBE Wheel cut,Wheel cut,Down tube aero diameter,Top tube rear dia2,Top tube front dia2,BB diameter,Head tube chord,Seat tube diameter,Seat tube type,OFFSET_AT_BB st,Top tube front diameter,Head tube d,Head tube B,Head tube E,Head tube D,Top tube type,OFFSET_AT_BB dt,CHAINSTAYOFFSET,CHAINSTAYAUXrearDIAMETER,Chain stay horizontal diameter,Chain stay position on BB,Chain stay taper,Chain stay back diameter,Chain stay vertical diameter,CHAINSTAYbrdgdia1,CHAINSTAYbrdgshift,CHAINSTAYbrdgCheck,Seat stay junction0,Seat stay bottom diameter,SEATSTAY_HF,SSTopZOFFSET,SEATSTAY_HR,SEATSTAYTAPERLENGTH,SEATSTAYbrdgdia1,SEATSTAYbrdgoffset,bottle SEATTUBE0 WBX,bottle SEATTUBE0 WBY,bottle SEATTUBE0 CAGE,bottle DOWNTUBE0 X,bottle DOWNTUBE0 CAGE,bottle DOWNTUBE0 WBY,bottle DOWNTUBE0 WBX,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,bottle SEATTUBE0 X,Front Fender clearance,Front fender end angle,Front Fender include,Rear Fender include,Rear fender end angle,Fender clearance,Rear fender start angle,Front fender start angle,FDDIST,SPIDER_DIAMETER,Crank length,BELTorCHAIN,Number of cogs,Crank Q factor,PEDAL_LENGTH,Teeth on cog 2,Teeth on cog 3,Teeth on cog 4,Teeth on cog 5,Teeth on cog 6,Teeth on cog 7,Teeth on cog 8,Teeth on cog 9,MOUNT_TYPE,Pedal width,Teeth on cog 10,Number of chainrings,Teeth on chainring 0,Teeth on chainring 1,Teeth on chainring 2,CassZ,CassT,CassA,BRAZEonFDTYPE,Teeth on cog 11,DIRECTMOUNTFDTYPE,CLAMPFDTYPE,Display RACK,spc type
831,CYCLOCROSS,45.00000000000029,560.0,565.6,28.9,74.0,400.0,585.0,20.0,38.0,73.0,718.0,582.0,23.0,130.0,1,3,674.0,2,SPOKED,False,622.0,SPOKED,674.0,3,23.0,1,582.0,622.0,80.0,80.0,45.0,403.0,0,-10.0,55.0,-9.223608576244205e-14,40.0,30.0,28.0,165.0,298.0,21.0,300.0,12.0,0,16.0,30.0,-16.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,23.0,150.0,40.0,87.0,110.0,139.0,76,SHIMANO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,25.4,19.1,31.8,0.0,692.0,54.9,25.4,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.7,21.8,12.0,200.0,12.7,21.8,18.0,300.0,False,25.0,11.2,13.8,13.0,11.2,150.0,16.0,0.0,20.0,10.0,0.0,200.0,0.0,10.0,20.0,False,False,170.0,10.0,190.0,True,True,150.0,10.0,0.0,80.0,146.0,150.0,172.5,1,9,140.0,85.0,14,15,17,19,21,23,25,28,BRAZEON,60.0,25,1,50,36,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
832,TOURING,70.0,558.9,565.6,45.1,73.0,450.0,575.2,28.9,36.9,73.0,712.0,582.0,32.0,130.0,1,7,685.0,2,SPOKED,True,622.0,SPOKED,685.0,7,32.0,1,582.0,622.0,80.0,80.0,50.0,375.0,0,10.0,52.0,1.0000000000000129,50.0,30.0,34.0,148.0,278.0,21.0,300.0,12.9,0,24.5,25.0,0.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,1,20.0,False,30.0,0.0,20.0,16.4,-10.0,68.0,10.0,15.000000000000014,150.0,40.0,92.0,30.0,140.0,61,SHIMANO,10.0,50.0,8.0,29.0,0,60.0,60.0,0,32.0,36.0,32.0,36.0,1,19.1,68.0,60.0,25.4,19.1,31.8,0.0,692.0,54.9,25.4,25.4,38.1,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,12.5,22.2,16.0,200.0,12.5,30.0,18.0,300.0,False,40.0,11.3,14.0,10.6,10.5,200.0,16.0,0.0,15.0,14.0,0.0,200.0,0.0,14.0,15.0,True,True,150.0,10.0,190.0,True,True,150.0,10.0,-10.0,60.0,146.0,150.0,170.0,1,9,140.0,100.0,15,17,19,21,23,25,28,32,BRAZEON,85.0,25,1,50,36,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,True,0
833,ROAD,10.0,595.4,565.6,37.4,71.0,385.0,560.0,45.4,49.3,79.0,733.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
834,TRACK,75.0,631.6,565.6,38.5,73.0,420.0,605.7,31.6,50.9,73.0,821.0,582.0,23.0,120.0,1,4,674.0,3,SPOKED,True,622.0,SPOKED,674.0,4,23.0,1,582.0,622.0,80.0,80.0,42.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-10.0,0.0,0,100.0,145.0,16.0,40.0,80.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,1,31.7,31.7,31.7,31.7,1,19.1,68.0,60.0,25.4,19.1,31.7,0.0,692.0,54.9,25.4,25.4,40.0,60.0,28.6,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,165.0,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,48,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
835,MTB,30.0,400.0,565.6,32.5,74.0,467.3,700.0,47.4,57.9,73.0,800.0,622.0,60.96,135.0,1,7,760.0,1,SPOKED,True,660.0,SPOKED,760.0,7,60.96,1,622.0,660.0,80.0,80.0,45.0,500.0,1,10.0,52.0,-2.0,50.0,30.0,34.0,148.0,278.0,21.0,400.0,10.0,1,10.0,30.0,4.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.0,40.0,68.0,20.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,60.0,42.0,60.0,42.0,1,19.1,73.0,60.0,50.0,19.1,45.0,0.0,692.0,54.9,50.0,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,20.0,20.0,20.0,200.0,30.0,40.0,18.0,300.0,False,45.0,30.0,20.0,9.0,20.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,160.0,175.0,1,10,200.0,90.0,16,18,20,22,24,26,28,30,BRAZEON,120.0,32,2,42,32,22,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
836,DIRT_JUMP,30.0,380.0,565.6,32.5,74.0,467.3,700.0,47.4,57.9,73.0,460.0,622.0,60.96,135.0,1,7,760.0,1,SPOKED,True,660.0,SPOKED,760.0,7,60.96,1,622.0,660.0,80.0,80.0,45.0,500.0,1,10.0,52.0,20.0,50.0,30.0,34.0,148.0,278.0,21.0,400.0,10.0,1,10.0,30.0,4.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.0,40.0,68.0,20.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,60.0,42.0,60.0,42.0,1,19.1,73.0,60.0,50.0,19.1,45.0,0.0,692.0,54.9,50.0,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,20.0,20.0,20.0,200.0,30.0,40.0,18.0,300.0,False,45.0,30.0,20.0,9.0,20.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,120.0,175.0,1,2,200.0,90.0,16,18,20,22,24,26,28,30,BRAZEON,120.0,32,1,32,22,22,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
837,DIRT_JUMP,0.0,291.8,565.6,25.7,74.0,380.02,605.0,35.8,51.3,72.5,377.0,582.0,23.0,135.0,1,7,674.0,1,SPOKED,False,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,1,10.0,52.0,20.0,50.0,30.0,34.0,148.0,248.0,21.0,100.0,13.7,1,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,40.0,30.0,170.0,0,20.0,False,30.0,0.0,12.0,16.4,-10.0,68.0,80.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,29.7,29.7,18.0,300.0,False,45.0,23.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,80.0,152.5,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,26,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
838,ROAD,70.0,515.0,565.6,34.0,74.0,405.0,585.0,49.0,49.9,73.0,718.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
839,ROAD,70.0,490.7,565.6,35.0,75.5,405.0,518.0,50.7,56.0,71.5,671.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,True,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
840,ROAD,70.0,565.8,565.6,35.2,74.3,425.29,571.2,35.8,41.7,72.0,883.0,582.0,20.0,130.0,1,7,670.0,2,SPOKED,True,622.0,SPOKED,670.0,7,20.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,28.6,19.1,31.7,0.0,692.0,54.9,28.6,28.6,40.0,60.0,28.6,1,0.0,28.6,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
841,MTB,20.0,260.3,565.6,31.3,74.0,484.69,700.0,60.3,60.0,73.0,700.0,618.0,80.0,135.0,1,9,780.0,1,SPOKED,True,660.4,SPOKED,780.0,9,80.0,1,618.0,660.4,80.0,80.0,45.0,500.0,1,10.0,80.0,10.0,50.0,31.4,34.0,160.0,280.0,30.0,500.0,13.7,0,24.8,10.0,0.0,0.0,0,100.0,145.0,16.0,50.0,60.0,30.0,170.0,0,20.0,False,30.0,0.0,10.0,16.4,30.0,68.0,50.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,56.0,19.1,45.0,0.0,692.0,54.9,56.0,25.4,40.0,60.0,50.0,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,30.0,30.0,20.0,400.0,40.0,50.0,18.0,300.0,False,45.0,40.0,30.0,9.0,30.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,175.0,1,10,140.0,81.0,14,16,18,20,22,24,26,28,BRAZEON,100.0,30,1,30,22,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
842,MTB,35.0,425.0,565.6,25.0,73.0,415.0,616.0,60.0,40.0,71.0,650.0,544.0,42.0,135.0,1,7,670.0,1,SPOKED,True,584.0,SPOKED,670.0,7,42.0,1,544.0,584.0,80.0,80.0,45.0,403.0,1,10.0,40.0,5.0,40.0,30.0,15.0,148.0,278.0,10.0,300.0,13.7,0,24.8,2.0,5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,5.0,30.0,-10.0,68.0,0.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,35.0,35.0,35.0,35.0,1,19.1,68.0,60.0,40.0,19.1,40.0,0.0,692.0,54.9,40.0,25.4,40.0,60.0,28.6,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,20.0,50.0,15.0,200.0,20.0,25.0,18.0,300.0,False,40.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,10.0,10.0,0.0,250.0,0.0,10.0,10.0,False,False,110.0,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,120.0,172.5,1,0,140.0,100.0,15,17,20,25,27,30,34,23,BRAZEON,65.0,25,0,38,36,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
843,ROAD,80.0,657.1,565.6,39.6,72.0,450.0,590.0,47.1,49.6,72.0,718.0,582.0,28.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,28.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,70.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,False,,20.0,220.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
844,BMX,-40.0,206.2,565.6,22.3,70.0,354.1,595.2,-13.8,37.8,73.0,280.0,460.0,55.88,135.0,1,7,600.0,1,SPOKED,False,508.0,SPOKED,580.0,7,60.96,1,460.0,508.0,80.0,80.0,20.0,375.0,0,0.0,40.0,30.0,50.0,30.0,34.0,120.0,220.0,0.0,100.0,10.0,2,10.0,10.0,0.0,0.0,0,100.0,145.0,16.0,40.0,80.0,30.0,170.0,0,20.0,False,30.0,0.0,18.0,16.4,20.0,68.0,200.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,20.0,20.0,15.0,200.0,26.0,30.0,18.0,300.0,False,-10.0,20.0,20.0,9.0,20.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,0.0,175.0,1,0,200.0,80.0,14,15,17,18,19,21,23,23,BRAZEON,100.0,25,0,22,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
845,OTHER,20.0,515.3,565.6,34.3,80.0,386.0,585.0,49.3,48.0,77.0,718.0,582.0,23.0,120.0,1,7,711.2,3,TRISPOKE,False,622.0,SPOKED,711.2,3,23.0,1,582.0,622.0,60.0,80.0,8.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,1,24.8,10.0,-15.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,0.0,-10.0,68.0,42.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,31.8,19.1,45.0,0.0,692.0,54.9,31.8,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,,,,,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,0,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,0,48,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
846,ROAD,70.0,605.0,565.6,24.0,73.5,425.0,630.0,9.5,36.9,72.5,718.0,582.0,23.0,130.0,1,7,674.0,2,SPOKED,True,622.0,SPOKED,674.0,7,23.0,1,582.0,622.0,80.0,80.0,45.0,375.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,13.7,0,24.8,10.0,-5.0,0.0,0,100.0,145.0,16.0,40.0,100.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,15.0,150.0,40.0,87.0,110.0,139.0,52,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,28.6,28.6,28.6,28.6,1,19.1,68.0,60.0,25.4,19.1,28.6,0.0,692.0,54.9,25.4,25.4,40.0,60.0,28.6,1,0.0,25.4,36.0,30.0,8.0,45.0,0,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,160.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,,,,200.0,0.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,150.0,172.5,1,8,140.0,81.0,14,15,17,18,19,21,23,23,BRAZEON,89.0,25,1,53,39,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
847,MTB,35.0,475.0,565.6,21.2,73.0,430.0,680.3,35.0,49.3,70.5,733.0,519.0,55.8,135.0,1,7,670.0,1,SPOKED,True,559.0,SPOKED,670.0,7,55.8,1,519.0,559.0,80.0,80.0,50.0,380.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,278.0,21.0,300.0,10.0,0,30.0,0.0,30.0,0.0,0,100.0,145.0,16.0,40.0,90.0,30.0,170.0,1,20.0,False,30.0,0.0,4.0,16.4,-0.0,68.0,0.0,4.0,150.0,40.0,87.0,30.0,139.0,46,CAMPAGNOLO,10.0,50.0,4.0,29.0,1,50.0,40.0,0,38.1,34.9,38.1,34.9,1,19.1,68.0,60.0,33.0,19.1,45.0,0.0,692.0,54.9,33.0,25.4,40.0,60.0,31.8,2,0.0,25.4,36.0,30.0,8.0,45.0,1,0.0,0.0,18.0,18.0,15.0,207.0,18.0,26.0,18.0,300.0,False,160.0,17.0,18.6,8.0,25.0,200.0,16.0,0.0,,,,220.0,0.0,14.0,15.0,False,False,,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,104.0,172.5,1,0,140.0,81.0,13,15,17,19,21,23,25,27,BRAZEON,43.0,30,0,32,32,22,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
848,ROAD,34.0,578.8,565.6,41.5,73.0,405.0,635.0,28.8,52.7,72.0,870.0,582.0,23.0,130.0,1,6,671.0,2,SPOKED,True,622.0,SPOKED,671.0,6,23.0,1,582.0,622.0,80.0,80.0,43.0,370.0,0,10.0,52.0,0.0,50.0,30.0,34.0,148.0,300.0,0.0,400.0,0.0,0,7.0,12.0,6.0,0.0,0,100.0,145.0,16.0,38.0,135.0,30.0,170.0,0,20.0,False,30.0,0.0,0.0,16.4,-10.0,68.0,10.0,23.0,150.0,40.0,87.0,110.0,139.0,66,CAMPAGNOLO,10.0,50.0,10.0,29.0,0,50.0,40.0,0,50.1,34.9,50.1,34.9,1,19.1,68.0,60.0,34.9,19.1,45.0,0.0,692.0,54.9,34.9,40.4,40.0,60.0,34.9,1,0.0,40.4,36.0,30.0,8.0,45.0,1,0.0,0.0,17.0,18.1,15.0,200.0,17.0,29.7,18.0,300.0,False,45.0,13.0,17.0,9.0,13.0,200.0,16.0,0.0,15.0,14.0,0.0,195.0,0.0,14.0,15.0,True,True,130.0,20.0,190.0,True,True,180.0,20.0,-10.0,80.0,146.0,0.0,215.0,1,10,149.0,81.0,13,14,15,17,19,21,23,26,BRAZEON,89.0,29,1,50,34,24,8.0,1.6,3.95,FD9000F,0,FDM9000D,FD9000B,False,0
